0.000000000000000000e+00,8.503336975322094149e-03
6.711409395973156819e-03,7.527221567291450532e-02
1.342281879194631190e-02,2.927489871509083019e-01
2.013422818791946872e-02,8.015386551254474190e-01
2.684563758389262034e-02,1.000000000000000000e+00
3.355704697986577195e-02,4.202195695061056724e-01
4.026845637583893051e-02,1.360816209696625312e-01
4.697986577181208212e-02,5.757863611270273851e-02
5.369127516778523374e-02,1.497355013497607412e-01
6.040268456375837841e-02,2.040540608020661728e-01
6.711409395973154390e-02,1.935437619120511377e-02
7.382550335570470246e-02,8.679813360845707593e-02
8.053691275167786101e-02,6.657119357386737102e-02
8.724832214765100569e-02,6.510136647229784745e-02
9.395973154362416424e-02,2.056781193289857479e-01
1.006711409395973228e-01,8.345250839654200573e-03
1.073825503355704675e-01,2.432225756115869442e-01
1.140939597315436260e-01,3.519800677636667624e-02
1.208053691275167846e-01,9.443976616382580846e-02
1.275167785234899154e-01,2.794205952864951999e-03
1.342281879194630878e-01,2.237626722881411456e-01
1.409395973154362602e-01,8.333223294433456108e-02
1.476510067114094049e-01,8.418574198799219643e-02
1.543624161073825496e-01,3.285897752268955585e-02
1.610738255033557220e-01,1.576160879937046067e-01
1.677852348993288667e-01,6.413733195903077722e-02
1.744966442953020114e-01,1.280000759898304863e-01
1.812080536912751560e-01,6.487079499860742837e-02
1.879194630872483285e-01,1.070034735925559505e-01
1.946308724832215009e-01,2.613097287595595591e-02
2.013422818791946456e-01,1.814872613063242546e-01
2.080536912751677903e-01,6.871723559265426051e-02
2.147651006711409349e-01,8.256612746010652537e-02
2.214765100671141074e-01,2.821389183755182613e-03
2.281879194630872520e-01,2.209819561117084552e-01
2.348993288590603967e-01,4.453287539856814331e-02
2.416107382550335414e-01,8.488293204239123757e-02
2.483221476510067416e-01,2.588294776080671614e-04
2.550335570469798308e-01,2.303161704083095673e-01
2.617449664429530309e-01,1.353191340856293827e-02
2.684563758389261756e-01,1.064615730333005467e-01
2.751677852348993758e-01,1.101594058820737181e-02
2.818791946308725205e-01,2.037414501524149046e-01
2.885906040268456096e-01,1.957059686039338327e-03
2.953020134228188098e-01,1.308492180818692507e-01
3.020134228187919545e-01,2.587224279970735258e-02
3.087248322147650992e-01,1.489002146434783569e-01
3.154362416107382439e-01,2.571819712174257255e-02
3.221476510067114440e-01,1.389050185429185902e-01
3.288590604026845887e-01,4.004585877569716290e-02
3.355704697986577334e-01,8.395562187396071741e-02
3.422818791946308781e-01,8.138986814782306345e-02
3.489932885906040227e-01,1.192853802795784124e-01
3.557046979865772229e-01,5.360643353458902777e-02
3.624161073825503121e-01,2.993739332116785584e-02
3.691275167785235123e-01,1.473981453286588861e-01
3.758389261744966570e-01,7.611162772715089619e-02
3.825503355704698016e-01,6.790102135678002804e-02
3.892617449664430018e-01,2.191886921915442519e-03
3.959731543624160910e-01,1.946761545793913029e-01
4.026845637583892912e-01,2.832281931156340610e-02
4.093959731543624359e-01,8.158041550267867981e-02
4.161073825503355805e-01,4.856294077499234176e-03
4.228187919463087252e-01,2.013437072869572464e-01
4.295302013422818699e-01,2.314145017972605266e-04
4.362416107382550701e-01,8.954135131257812130e-02
4.429530201342282147e-01,3.044576641137727857e-02
4.496644295302013594e-01,1.638830531424158854e-01
4.563758389261745041e-01,8.184585083276740836e-03
4.630872483221477043e-01,8.576515918591096077e-02
4.697986577181207934e-01,6.414927913553587768e-02
4.765100671140939381e-01,9.909008678443217977e-02
4.832214765100671383e-01,5.082027957056670098e-02
4.899328859060402830e-01,6.812235923388511305e-02
4.966442953020134277e-01,9.048597053611853736e-02
5.033557046979866278e-01,3.586156895662907101e-02
5.100671140939597725e-01,1.086509506013880189e-01
5.167785234899330282e-01,4.163230997601137517e-02
5.234899328859060619e-01,9.932695881964373474e-02
5.302013422818793176e-01,1.104805056973749006e-03
5.369127516778524623e-01,1.535779137336886757e-01
5.436241610738254959e-01,1.746385540668530384e-02
5.503355704697987516e-01,8.898832693231208124e-02
5.570469798657718963e-01,6.979663227890141319e-03
5.637583892617451520e-01,1.633600212211971103e-01
5.704697986577181856e-01,7.647560500341757037e-03
5.771812080536913303e-01,6.561701307197405353e-02
5.838926174496645860e-01,4.581972177052785755e-02
5.906040268456376197e-01,1.332200681881342552e-01
5.973154362416107643e-01,1.833511147254465040e-02
6.040268456375840200e-01,3.965864030457229988e-02
6.107382550335571647e-01,9.497655569438907819e-02
6.174496644295301984e-01,7.828907990034898734e-02
6.241610738255034541e-01,4.564426159513822190e-02
6.308724832214765987e-01,2.118947641460662557e-02
6.375838926174497434e-01,1.287231732942404339e-01
6.442953020134228881e-01,2.559766850609905553e-02
6.510067114093960328e-01,7.684811841231907470e-02
6.577181208053692885e-01,1.604624695369950144e-02
6.644295302013423221e-01,1.309238435462603267e-01
6.711409395973155778e-01,0.000000000000000000e+00
6.778523489932887225e-01,9.662067162104541473e-02
6.845637583892617561e-01,2.410180936443116068e-02
6.912751677852350118e-01,1.021269364398864898e-01
6.979865771812081565e-01,1.160512655238559419e-02
7.046979865771813012e-01,9.504929791549292240e-02
7.114093959731544459e-01,4.005447796750807865e-02
7.181208053691275905e-01,5.792406289979754042e-02
7.248322147651007352e-01,5.129069708875558936e-02
7.315436241610738799e-01,7.297557164098349147e-02
7.382550335570470246e-01,5.612804140065289632e-02
7.449664429530202803e-01,2.002305865023899095e-02
7.516778523489934249e-01,9.635027180680437453e-02
7.583892617449664586e-01,4.163708944410298568e-02
7.651006711409397143e-01,6.544373349869152257e-02
7.718120805369128590e-01,5.049194025343405230e-03
7.785234899328860037e-01,1.228635510305409739e-01
7.852348993288591483e-01,1.674966330472448667e-02
7.919463087248322930e-01,6.469714284092333012e-02
7.986577181208055487e-01,1.685216925451322317e-02
8.053691275167785824e-01,1.179803933726879944e-01
8.120805369127517270e-01,1.026215211947916275e-02
8.187919463087249827e-01,5.515083873542604015e-02
8.255033557046980164e-01,4.586127678446933614e-02
8.322147651006711611e-01,8.571656985286366104e-02
8.389261744966444168e-01,2.426922339084349595e-02
8.456375838926175614e-01,4.167625430945336162e-02
8.523489932885907061e-01,7.517157398192401974e-02
8.590604026845638508e-01,4.365538300055796239e-02
8.657718120805369955e-01,5.030123552486846783e-02
8.724832214765101401e-01,3.037138381423770683e-02
8.791946308724832848e-01,8.967233537425033096e-02
8.859060402684565405e-01,1.290085736790949796e-02
8.926174496644296852e-01,7.419615221535462435e-02
8.993288590604027188e-01,2.583855414806155576e-02
9.060402684563759745e-01,8.333633995349193357e-02
9.127516778523491192e-01,7.008912519981324446e-03
9.194630872483221529e-01,8.373084058570554045e-02
9.261744966442954086e-01,2.930308451464730402e-02
9.328859060402685532e-01,6.119489110976519819e-02
9.395973154362416979e-01,2.573052549932294125e-02
9.463087248322148426e-01,7.482624192756177905e-02
9.530201342281879873e-01,3.834417151767844506e-02
9.597315436241612430e-01,3.556613561403555723e-02
9.664429530201342766e-01,5.641462608764045289e-02
9.731543624161074213e-01,5.311919745499978085e-02
9.798657718120806770e-01,4.826809942065032888e-02
9.865771812080538217e-01,1.906203817137851197e-02
9.932885906040270774e-01,8.166804169482680398e-02
1.000000000000000000e+00,3.035676543900619334e-02
